title,Responsibilities
Principal Data Scientist,"Develop, standardise, and optimise data science-related work processes, automating where practical, so that data scientists can focus their energy and attention on higher value areas at work.Lead the central data science team at the Data Science & Artificial Intelligence DivisionCoach and develop the team of data scientists expertise and capabiliitesOversee sourcing, scoping, and execution of data science consultancy projects.Provide guidance to fellow data scientists on their data science projects.Evaluate key trends and research developments in new statistical and machine learning models, and identify areas / opportunities to apply these techniques in projects"
Data Scientist I,"Responsible for enabling analysis, modeling, and optimization through producing information products. Involved in the research and development efforts. Primary requirement is not related to traditional programming or systems analysis skills, but to the ability to support the creation of sophisticated, value-added analytic systems that support revenue generation, risk management, operational efficiency, regulatory compliance, portfolio management, and research. These systems must overcome issues of complex data (e.g., VLDB, multi-structured, 'big data', etc.) as well as deployment of advanced techniques (e.g., machine learning, text mining, statistical analysis, etc.) to deliver insights. This role often possesses a degree in hard science or another heavy quantitative business or social discipline. Able to work independently or in a team on complex projects."
Data Scientist and Machine Learning Engineer,"Build and deploy machine learning models focused on ConcertAI's data sources including EHRs, Claims and Molecular test dataDrive the architecture of our application and data platform, considering the team and our future product roadmap.Drive and uphold high engineering standards, bringing consistency to the codebases you encounter and ensuring software is adequately reviewed, tested, and integrated.Design and develop production-ready APIs and algorithms at scaleDesign, develop software that validates, transforms and loads patient health data from diverse sources, large scale structured and unstructured dataBuild new features for internal and external users and refactor existing ones to make them better.Drive optimization, testing and tooling to improve quality of solutionsCollaborate with product, data science, and business development teams to build a data and AI platform"
Data Scientist I,"Responsible for enabling analysis, modeling, and optimization through producing information products. Involved in the research and development efforts. Primary requirement is not related to traditional programming or systems analysis skills, but to the ability to support the creation of sophisticated, value-added analytic systems that support revenue generation, risk management, operational efficiency, regulatory compliance, portfolio management, and research. These systems must overcome issues of complex data (e.g., VLDB, multi-structured, 'big data', etc.) as well as deployment of advanced techniques (e.g., machine learning, text mining, statistical analysis, etc.) to deliver insights. This role often possesses a degree in hard science or another heavy quantitative business or social discipline. Able to work independently or in a team on complex projects."
Data Scientist I,"Responsible for enabling analysis, modeling, and optimization through producing information products. Involved in the research and development efforts. Primary requirement is not related to traditional programming or systems analysis skills, but to the ability to support the creation of sophisticated, value-added analytic systems that support revenue generation, risk management, operational efficiency, regulatory compliance, portfolio management, and research. These systems must overcome issues of complex data (e.g., VLDB, multi-structured, 'big data', etc.) as well as deployment of advanced techniques (e.g., machine learning, text mining, statistical analysis, etc.) to deliver insights. This role often possesses a degree in hard science or another heavy quantitative business or social discipline. Able to work independently or in a team on complex projects."
"Data Scientist, CTI - Digital Solutions & Automation Services","Key lead for team in all machine learning use cases requiring data science expertise driving virtual teams as neededDevelopment on tools such as Jupyter, H2O, R Studio, VS Code, Alteryx, TrifactaData preparation from RDBMS, Apache Hive, Apache HBaseModel training using Python libraries and deep learning frameworksModel promotion for model execution using Spark, Rapids, FlinkML"
Data Scientist I,"Responsible for enabling analysis, modeling, and optimization through producing information products. Involved in the research and development efforts. Primary requirement is not related to traditional programming or systems analysis skills, but to the ability to support the creation of sophisticated, value-added analytic systems that support revenue generation, risk management, operational efficiency, regulatory compliance, portfolio management, and research. These systems must overcome issues of complex data (e.g., VLDB, multi-structured, 'big data', etc.) as well as deployment of advanced techniques (e.g., machine learning, text mining, statistical analysis, etc.) to deliver insights. This role often possesses a degree in hard science or another heavy quantitative business or social discipline. Able to work independently or in a team on complex projects."
Data Scientist I,"Responsible for enabling analysis, modeling, and optimization through producing information products. Involved in the research and development efforts. Primary requirement is not related to traditional programming or systems analysis skills, but to the ability to support the creation of sophisticated, value-added analytic systems that support revenue generation, risk management, operational efficiency, regulatory compliance, portfolio management, and research. These systems must overcome issues of complex data (e.g., VLDB, multi-structured, 'big data', etc.) as well as deployment of advanced techniques (e.g., machine learning, text mining, statistical analysis, etc.) to deliver insights. This role often possesses a degree in hard science or another heavy quantitative business or social discipline. Able to work independently or in a team on complex projects."
Senior Data Scientist - Telecommute," Work with the data analytics and business teams to integrate and transform lead generation, direct-to-consumer, product, customer experience, recommendations & much more Engage with business stakeholders to ask the right questions and begin the discovery process Acquire and prepare data for various analytical and ML projects Integrate with existing and future state platform and technology Initial data investigation and exploratory data analysis Take responsibility for estimating, planning, and managing work and reporting on progress"
Data Scientist,"Source requirements and communicate results to key stakeholders, teammates, and cross-functional business unitsDevelop and automate statistical methodology to evaluate product portfolio and new business opportunitiesCollaborate effectively, as well as independently, to progress toward end goalStart with complex business challenges, convert these challenges into clear data science/ML projects, then execute these projectsBuild new predictive models from scratch, provide exploratory data analysis to production modelImpact the care of thousands of patients "
Data scientist,"Identify the business requirements and the expected outcome by suggesting other products of interest to the clientTarget, prioritize potential customers for a new productDevelop data-driven B2B productsOffer optimal pricingBuild Company models:churn prevention modelcollection optimization modelterminal financing rationalization modelother upon request and depending on business needIdentify what data is available and relevant, including internal and external data sources, leveraging new data collection processes Make strategic recommendations on data collection, integration and retention requirements incorporating business requirements and knowledge of best practicesDevelop innovative and effective approaches to solve client's analytics problems and communicate results and methodologiesValidate their findings using an experimental and iterative approachDefine the data quality expectation in the context of the specific use caseIdentify and analyze patterns in the volume of data supporting the initiative, the type of data (e.g., images, text, clickstream or metering data) and the speed or sudden variations in data collectionRecommend ongoing improvements to methods and algorithms that lead to findings, including new informationImplement enhancements and fixes to systems as neededPropose innovative ways to look at problems by using data mining (the process of discovering new patterns from large datasets) approaches on the set of information available"
Machine Learning Engineer,"Design and implement machine learning systems and bring state-of-art ML methods into real applicationWork with data scientists, product management and engineering to implement data science use casesIdentify key insights and build machine learning applications that will increase player engagement and retentionDevelop, deploy and continuously improve data products in the areas of LTV/churn prediction, product recommendations, bandit models etc.Build and design ML infrastructure including building resilient data pipelines, monitors, experimentations, APIs and data connectorsRun regular A/B tests, perform statistical analysis, draw conclusions on the impact of the models"
Machine Learning,"Data Exploration, Feature Engineering, Development, Productionalizing and Scaling of Predictive Models, Deployment, Tracking, Measurement and Continouus improvement of ML Models"
Machine Learning Engineer,"• Ability to understand business requirements, communicate and present results."
Data Scientist Analyst,"Explore/apply the most relevant quantitative modeling techniques and tools in statistical analysis, econometrics, operation research/optimization, data science, machine/deep learning techniques to a variety of real-world business problems within automotive industry focusing on marketing and sales area Enable evidence-based decision making by extracting, managing, and exploring a variety of data sources and extracting insights from structured and unstructured data sets that are often large and high-dimensional Identify new and novel data sources and explore their potential use in developing actionable business insights Ensure overall quality of the data and solutions throughout the analytics development process Maintain and enhance existing econometrics models supporting business daily decisions Integrate validation result and visualize analysis/prediction result through visualization tools to provide qualitative overview Assist in communicating and presenting models and analytical results to business customers and upper management Collaborate with other teams within GDIA in the model development and delivery process"
Product Manager - Data Science,"Develop requirements gathering process and successfully implement those requirements.Develop standards on how we utilize AI / ML / OCR / NLP across the organization.Vendor research gathering, selection, and implementation.Determine the necessary growth for the team and implement that expansion."
Data Scientist,Works as a Data Scientist works in Enterprise Data Analytics Team on their Big Data Platform and provides advanced analytics solutions to our Business users using the tools specified within the Qualifications section.
"Data Scientist Ann Arbor, MI","Conduct theoretical research in collaboration with academic partners.Develop SQL queries to extract and wrangle data.Apply advanced statistical and predictive modeling methods including various time-series-based deep learning models such as Long Short Term Memory (LSTM), Gated Recurrent Unit (GRU).Identify data requirements, available data sources, and expected outcomes.Recommend and support data collection, integration, and retention requirements by assessing the effectiveness and accuracy of data source and data gathering techniques.Develop experimental design approaches to validate findings or test hypotheses.Identify opportunities and find solutions hidden in large data sets to improve features and applications.Provide ongoing performance tracking and monitoring of statistical models and recommend ongoing improvements to methods and algorithms."
Data Scientist,"* Apply knowledge of machine learning techniques and concepts, including the design and implementation of advanced artificial intelligence, computational algorithms, and data science techniques"
Principal AI Data Scientist,"Builds and validates machine learning models of high risk/reward problems utilizing large scale data from multiple data sources and methodologies.Uses machine learning techniques to create data-driven solutions for various business use-cases.Writes programs utilizing existing libraries and methodologies.Interprets, communicates, and presents analytic results to C-Level executives and below.Consistently collaborates with fellow data scientists, data engineers, business partners, project managers, cross-functional teams, key stakeholders, and other domains to drive business value.Leads AI best practice sharing opportunities and knowledge of industry trends and innovations in data science.Leads projects with external partners and vendors to develop solutions to meet business needs while resolving any issues that may arise.Contributes to the organization's data strategy and roadmap.Embeds and drives the organization with the most up-to-date AI methodology."
Machine Learning Engineer,"Develop and productionalize containerized algos for deployment in hybrid cloud environments (GCP, Azure)Connect and blend data from various data sources within enterprise tools (python, pandas, or SQL) to enable application of Data Science methodsCreate metrics and analytical reports to ensure data quality and business value. Clean, structure and normalize data to eliminate redundant or unnecessary information to enable robust and sound analysisParticipate in the development of both back-end data pipelines and front-end applicationsGenerate analytical reports to track adherence of client processes to business strategyApply statistical methods to predict future client business outcomesParticipate in due diligence of investment proposals as a Data Science and Technology expertEvaluate 3rd party solutions for functionality, quality and applicability to client use cases."
Data Scientist and AI Specialist - Strategy and Finance Business Banking,"Solve strategic issues using a scientific, data-driven approach, and using advanced analytical tools"
Machine Learning/NLP Engineer,"As our ML Engineer, you will be responsible for building end to end ML models, particularly in areas where labelled data is either scarce or non-existing. Out-of-the-box thinking will be required to bring solutions to problems that do not have an established solution. Managing source-code version control discipline (Git) and overseeing code delivery into our projects, testing, and deployment. We are looking for someone with strong engineering discipline and a pragmatic focus on delivering functional code, not allegiance to any one language. We value creativity, the hacker ethos, the near-obsessive focus on building something that will make the future come a bit closer into focus. This role will report to the Lead AI engineer. The ML engineer can be based remotely but will need to work during business hours in US eastern time. We are offering a competitive base salary/benefits package and equity."
Data Science & Quality Manager,QUALIFICATIONS & CREDENTIALING REQUIREMENTS:
Data scientist,"Working on end-to-end data science pipeline: problem scoping, data gathering, feature engineering, EDA, modelling (Regressions, RF, XGBOOST, LightGBM, Catboost, dimensionality reduction, Deep learning etc), insights, visualizations, monitoring and maintenance.Breaking the problem into small parts and applying relevant techniques to drive required outcomes.Knowledge and experience with Python, SQL, PowerBI, Excel."
Product Owner with Machine Learning,Experience in a business strategy and product design/agility required with ML experience.Understand stakeholder objectives in relation to the new system and document these project requirements logically and with clarity.Work in high-priority and time critical Sprints using Scrum framework.Collaborate with Senior Management Stakeholders to capture requirements via Interviews and Workshop meetings.Work with Scrum Master and Development team to create Product/Sprint Backlogs and prioritize user stories.Collaborate regularly with Stakeholders/Development team to prioritize User Stories and manage impediments/dependencies.
"Embedded Machine Learning Engineer San Jose, CA for","Design and implement efficient architectures to speed up neural networks with minimal loss in performance.Refactor Neural networks, Quadratic programming, and other algorithms to run in real time.Support Autonomous driving deployment and demo development."
Head of Data Science and RPA,"Develop and implement a central Data model across all business lines and operational / support functionsMaintain the data model in a centralized data warehouse which will support the overall reporting and MIS requirements of the business.Build & deliver capabilities that would enable businesses to perform self-service around reporting, analytics and dashboardDesign and deliver predictive analytics solutions through implementation of ML modelsEnsure that the data model factors all the required business KPIs (loans, cards, retail and wholesale banking products) and regulatory reporting requirements Own and be responsible for managing/supporting the overlaying reporting/visualization tools through best practice deployment, management, and maintenance processes.Continuously enhance/maintain/adapt the data model with the changing business and operational requirements as well as with the introduction of new systems and processes.Be responsible for the application stacks (Application and Infrastructure) around data warehouse, reporting, and the required ETL / integration tools, in terms of software versions, optimization of queries as well as relevant EOD batch processes.Participate in project/change discussions and provide inputs on how the centralized data model can be used to optimize processes and decision"
Senior Machine Learning Engineer (IV),"In this role, you will enjoy working with a highly talented and diverse team of data scientists and engineers specializing in deep learning, active learning, and classical machine learning with one of the richest data sets in US healthcare, nearly limitless cloud compute resources including Spark clusters and GPUs, and the ability to support a large pipeline of AI models directly into business impact."
Lead Data Scientist,"6-9 years of data science experienceExperience applying statistical techniques in 3+ business units or domains (marketing, pricing, supply chain, operations, etc.)Extensive Experience in Machine Learning6 years of programming experience in statistical software (for example Python, R, or SAS) and able to demonstrate proficiency at an advanced level. Python expertise is preferred.Ability to work with large data sets from multiple data sources.Ability to communicate complex analytics concepts and techniques to C-Level executives and belowAbility to work collaboratively with other data scientists and multiple stakeholders across business unit(s) and with external partners.Intellectual curiosity, a passion for data and a results orientation."
Lead Data Scientist,"The development and timely delivery of analytic solutions that meet specified technical requirements. Develop analytic solutions using machine learning techniques including Predictive Modeling, Text Mining, Entity Resolution, Time-series Forecasting, Network Analytics, Computer Vision, and Automated Speech Recognition Ensure that solutions meet specified technical requirements in a timely manner The sharing of important methodologies, advances, and best practices from your work among the whole analytic community "
Machine Learning Engineer,Develop extensible reusable ML pipelines consisting of multiple acquisition sources and integrate into use case driven endpoints.Extend existing ML libraries and frameworks.
Data Engineer & Data Scientist vacancies,"Lead the planning, design, and implementation of the ML projects.Follow ML research and apply it to create technologies for space automation.Own ML models end-to-end, from collecting training data to deploying in productionServe as a mentor to junior team members and a standard-bearer for engineering best practice.Manage the collaboration and communications with project stakeholders."
Clinical Data Scientist,"Be the scientific expert related to translational and clinical data analysis in general and the use of our Genedata Profiler software in particular,Support Genedata Profiler implementation projects through user engagement, consulting, business process analysis, and solution design,Work with our Business Development team in establishing and communicating the value of Genedata Profiler to prospects and customers,Scope and perform customer data science projects and ensure results delivery at the level of excellence that our customers know us for,Identify new business opportunities in collaboration with the business team,Establish relationships with our customers by being their first contact and a partner on scientific and technical matters,Channel the insights gathered through your customer interactions back to our Development and Product Management team."
Machine Learning Engineer,"Develop and productionalize containerized algos for deployment in hybrid cloud environments (GCP, Azure)Connect and blend data from various data sources within enterprise tools (python, pandas, or SQL) to enable application of Data Science methodsCreate metrics and analytical reports to ensure data quality and business value. Clean, structure and normalize data to eliminate redundant or unnecessary information to enable robust and sound analysisParticipate in the development of both back-end data pipelines and front-end applicationsGenerate analytical reports to track adherence of client processes to business strategyApply statistical methods to predict future client business outcomesParticipate in due diligence of investment proposals as a Data Science and Technology expertEvaluate 3rd party solutions for functionality, quality and applicability to client use cases."
Deep Learning Software Engineer (C++),"Collaborate cross functionally with complementary teams of engineers and designers, to build advanced software for in-field use that will deliver outstanding AR experiences.Work on optimizing C++ code for low compute and low memory environments for production computer vision, machine learning, and AR algorithms.Design systems that enhance the Niantic AR Development Kit and products directly, or through internal R&D tools, to emphasize computer vision and machine learning algorithms.Innovate by finding problems, implementing elegant solutions, and building first-of-its-kind technology.Write high performance code, debug complex problems that span systems, prioritize tasks effectively and efficiently to meet agreed timelines.Work with machine learning and computer vision researchers to train, tune, evaluate and profile neural networks for running on device."
Data Scientist,Essential:
Data Science & Quality Manager,QUALIFICATIONS & CREDENTIALING REQUIREMENTS:
Data Scientist,"Building machine learning models using a variety of languages and tool sets to detect driving behaviors and leverage them to understand user mobilityWorking with large data sets using distributed computing frameworksWorking cross-functionally to identify business opportunities for data science, collecting appropriate labels for learning, establishing actionable metrics, and creating reusable model validations and risk mitigationCommunicating results to key stakeholders in a clear and compelling mannerApplying appropriate methodologies for the problem and validating the solution with the appropriate metricsEstablishing and following data science best practices including peer review, code review, documentation, coding standards, and ensuring reproducibility and complianceExpanding your data science skillset through development opportunities and researching innovative tools and techniques to level up our capabilities"
Data Scientist,"Use statistical analysis to determine which data modeling approach to use, model the algorithm and build a prototype.Diagnose business needs, analyze business processes, data flows, IT / technical artifacts and extract understanding of how the system or business process works as input for model development. Translate the business problem into a technical model. Identify the data attributes that influence the outcome, define, and monitor metrics, create data narratives, and builds tools to drive decisions.Communicate results and statistical concepts to key business leaders.Assist in operationalization of the model and develop techniques to improve interpretability of the machine learning outcome.Develop A/B testing framework and test model qualityBuild processes and tools to help monitor and analyze model performance and data accuracy.Use deep subject matter/ functional expertise, influence and process skills to help internal/external customers and stakeholders identify and meet their high priority needs while considering cultural and diversity implications.Work across diverse teams, perspectives and opinions and quickly build consensus.Mine and analyze large structured and unstructured datasets.Encourage informed risk-taking and act as a catalyst for innovation at Cardinal Health."
Data Scientist,"Strong in Machine Learning (currently hands on)Expert in Python Machine Learning LibrariesApplied experience on Regression, Classification, Unsupervised & Optimization techniques.Solid fundamentals, knowledge of supervised, unsupervised, machine learning and deep learning algorithms, such as classifiers, cluster analysis, dimension reduction, regressionManage requirements, create specificationsExcellent communication (written/verbal), presentation and facilitation skillsAbility to engage with business teams directlyStrong organizational skills and attention to detailGreat presentation skillsResilient and flexible, comfortable with ambiguity, and adaptable to fast-changing environment/objectivesGood analytical and problem-solving skillsGood understanding of text representation techniques (such as n-grams, a bag of words, sentiment analysis) and semantic extraction techniques."
Data scientist,"Prepare reports to support GxP use of data, including health authority interactions, investigations, tech transfers, and product development through the creation and review of 'single source of truth' datasets.Create tools and author reports to ensure that CLIENT CTDO data assets remain accurate, complete, attributable, consistent, and available across multiple sites.Collaborate with Data Owners, Data System Owners, Data Stewards, and other Data Scientists to ensure that CLIENT CTDO data assets remain available, enduring, and consistent throughout their analysis lifecycles.Develop, deploy, and maintain global Manufacturing data processes, including scripts, standards, work practices and automation.Work with engineers and scientists in the CLIENT manufacturing network to maintain and expand availability of project-critical data.Conduct reconciliation, auditing, and analysis of process data in support of our team's responsibilities for routine product process and quality monitoring.Collaborate with team members to develop, deploy, and maintain global MSAT process analytic dashboards from multiple manufacturing sites."
Machine Learning Data Engineer,"Develop and support a platform that enables data scientists to rapidly develop, train, and experiment with machine learning models. Collaborate with other engineers and data scientists to design high performance architectures to support development of machine learning models, data wrangling and data provisioning pipelines and metadata rich data lake repositories."
Senior Data Scientist,"Formulating clear data addressable problem statements from current business problemsGathering, validating and understanding data relevant to the problem statementDesigning and building data transformation pipelines and machine learning algorithms to solve the business problemWorking with product management and other business stakeholders to review and iterate data products to fit emerging market trendsEvangelising appropriate ML methods, explaining their associated benefits and limitations to non Data Scientists "
Data Scientist - Retail Bank,"Design, build and modify models based on historical trends and implement relevant forecasted performance metrics across acquisition and portfolioResponsible to create state of the art documentation process right from scoping out the business problem to analytical solution to implementation process where required.Identify new opportunities to analyse/ model/ segment customer behaviour that add value to bottom-line revenue/ enhance customer experienceMeasure financial performance of acquisition campaigns, portfolio campaigns, price testing and forecasting performance on current and future campaignsMaintain regular communication with all the key stakeholders - across Portfolio, Marketing, Product, Finance, Risk and Customer Franchise teams for effective implementation of analyticsCommunicate analytical solution and financial benefits in a business language"
Machine Learning Engineer,"Develop and productionalize containerized algos for deployment in hybrid cloud environments (GCP, Azure)Connect and blend data from various data sources within enterprise tools (python, pandas, or SQL) to enable application of Data Science methodsCreate metrics and analytical reports to ensure data quality and business value. Clean, structure and normalize data to eliminate redundant or unnecessary information to enable robust and sound analysisParticipate in the development of both back-end data pipelines and front-end applicationsGenerate analytical reports to track adherence of client processes to business strategyApply statistical methods to predict future client business outcomesParticipate in due diligence of investment proposals as a Data Science and Technology expertEvaluate 3rd party solutions for functionality, quality and applicability to client use cases."
Machine Learning Engineer,"Deliver and share structured, clean, vectorized Python code that leverages best practice coding methodologiesLead efforts to source, import, and integrate new supply chain data into the Medicine Supply MapPerform exploratory data analysis, test working hypotheses, and uncover relationships within the Medicine Supply MapBuild, maintain, and support machine learning modelsDevelop techniques for evaluating model performanceWork with other technical team members to create requirements, support development, and resolve technical issuesPartner with IT to drive functionality enhancements to existing platformsBuild compelling data visualizations, dashboards, and reports for internal and external stakeholdersEffectively communicate insights to internal and external stakeholdersSet and manage internal and external partner expectations related to specific deliverablesPerform other duties as assigned"
Senior Data Scientist II (NLP expert),"Communicate effectively with client to understand client requirements, frame the problem within data science framework and develop a roadmap to executionIdeate integration of NLP components within Holmusk products and services and lead the development and execution of ideas into scalable, deployable modulesOversee project management and communicate project updates effectively to higher authoritiesAcquire domain knowledge on behavioral health to be able to communicate with subject matter experts confidentlySupervise development of manuscripts to report project insightsArticulate the unique value propositions of Holmusk and explain the novelty of Holmusk methodology/ products to clients/ KOLsDevelop proposals for clients within timeline, FTE requirements, etc."
Machine Learning Engineer,"As the Machine Learning engineer lead, you will deliver data science inspired products, working closely with Data Scientists, Product Managers, and Data Engineers.Design, build and the ML Ops framework and set up cloud platform components for data science models to deploy, scale and ensure ongoing monitoringDevelop CI/CD pipeline and automation for data ingestion and model deploymentCollaborate with data scientists, data engineers and architects to define and implement technical architecture blueprint for AI/ML solutionsBuild and maintain tools and infrastructure for data processing for AI/ML development initiativesDevelop and update technical documentation for senior leaders and colleagues to serve as a reference guideDemonstration of thought leadership on building Machine Learning Operations roadmapAbility to interact with both technical and executive stakeholders as neededPerform hands-on design, development, and implementation. As a developer you will be a self-driven individual contributor; provide efficiently organized and designed logic; be highly motivated and well versed in developing robust, easily maintainable applications.Assist with architecture and technical evaluation for Operationalizing ML production ready modelsYou thrive working in a fast-paced environment and enjoy developing high-volume data processing applications across multiple time zones and locations."
Junior Data Scientist - London,*Analysis and Problem Solving*
ICG Client Analytics - Data Scientist AVP,"Interface with centralized staffing office on contractor hiring requirements and partner with business managers to forecast monthly headcountConsolidate bi-weekly Resource Justification submission requests for time and materials and fixed price resources globallyInterface with global Relationship Managers to ensure suppliers are consistent with resource and location strategySubmit approval/disapproval of funds requests for budget reports and analyze monthly department reports to maintain expenditure controlsExamine budget estimates for completeness, accuracy, and conformance with procedures and regulationsComplete compliance related activities and reportingAssist with real estate analytics and reportingProvide advice and technical assistance with cost analysis, fiscal allocation, and budget preparationReview data for accuracy and create required reporting to manage the dataAppropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency."
Data Scientist/Developer,"Demonstrate understanding and experience in a broad range of data science and database competenciesDevelop Python code to meet the needs of clinical, research, or informatics personnel.Work with application developers to create data science products and solutions to meet functional user and system owner needsDemonstrate ability to prioritize and meet deadlinesUtilize excellent critical thinking skillsInteract effectively with clients/users to develop an understanding of user requirements andInculcate in the user base an understanding of the data science opportunities in the system and data setOther duties as assigned"
Data Science (Senior - Advisor),"Work with internal groups to gather application requirementsModel business operations Model complex, multi-scale data relationships Map processing steps in complex workflows Oversee development of tools for importing data Geosciences and multiscale data modeling. "
Data Scientist,"Support the development and implementation of data marts, data structures, functions, data warehouse fact & dimension tables, views, and indexesWrite complex SQL queries and SQL performance tuningCapture technical metadata through data modeling toolsGather analyst requirements, create, organize, and use data stores, create and use indexes, create and use data documents, and optimize the ability to query and retrieve required dataSupport the review and provide input on Business Rules Document(s)"
Data Scientist,"Support the development and implementation of data marts, data structures, functions, data warehouse fact & dimension tables, views, and indexes Write complex SQL queries and SQL performance tuning  Capture technical metadata through data modeling tools Gather analyst requirements, create, organize, and use data stores, create and use indexes, create and use data documents, and optimize the ability to query and retrieve required data Support the review and provide input on Business Rules Document(s)"
Senior Machine Learning Data Scientist - Telecommute," Apply advanced statistical and predictive modeling techniques to build, maintain, and improve on multiple predictive detection engines in Optum Insight payer analytics  Lead discovery processes with Data Scientists and partner with Payment Integrity Operation management to identify the business requirements and the expected outcome  Create and provide sound statistical analyses and frame business scenarios that are meaningful and which impact on critical business processes and/or decisions  Collaborates with the data steward to gather information to be used for analytics and predictive model building purpose and to ensure the data meets the qualification and assurance requirements of the analyses  Design sampling methodology, prepare data, including data cleaning, univariate analysis, missing value imputation, etc., identify appropriate analytic and statistical methodology, develop predictive models and document process and results  Communicate analytics results and predictive models to business partners and clients  Provide on-going tracking and monitoring of performance of statistical models and recommend ongoing improvements to methods and algorithms that lead to findings, including new information  Recommends ongoing improvements to methods and algorithms that lead to findings, including new information"
Senior Machine Learning Data Scientist - Telecommute," Apply advanced statistical and predictive modeling techniques to build, maintain, and improve on multiple predictive detection engines in Optum Insight payer analytics  Lead discovery processes with Data Scientists and partner with Payment Integrity Operation management to identify the business requirements and the expected outcome  Create and provide sound statistical analyses and frame business scenarios that are meaningful and which impact on critical business processes and/or decisions  Collaborates with the data steward to gather information to be used for analytics and predictive model building purpose and to ensure the data meets the qualification and assurance requirements of the analyses  Design sampling methodology, prepare data, including data cleaning, univariate analysis, missing value imputation, etc., identify appropriate analytic and statistical methodology, develop predictive models and document process and results  Communicate analytics results and predictive models to business partners and clients  Provide on-going tracking and monitoring of performance of statistical models and recommend ongoing improvements to methods and algorithms that lead to findings, including new information  Recommends ongoing improvements to methods and algorithms that lead to findings, including new information"
Data Science Specialist - Water,You will be developing and implementing work management solutions within a project environment by:
Senior Data Scientist,"Lead data initiatives and foster a data culture, encourage and advocate for a team-wide data-first mindset by connecting data projects to business goals, teams, and stakeholdersHelp develop product features that communicate actionable data insights to recruiters and candidates (Data Storytelling)Conduct data investigations and exploratory data analysis for innovative productsPartner with R&D and Product Management, ensure SmartRecruiters stays ahead of the latest advances in Data Science (ML/NLP)Define data formats in ElasticSearch indexes and write performant queriesSynthesize complex and diverse datasets, e.g. resumes, job description, user behaviour, industry data, etc, to build and improve product featuresSupport in planning data projects by providing technical guidance and facilitating smooth releasesContinuous improvement of existing systems by actively monitoring models in production"
Data Scientist - Local NJ candidate needed,Project Responsibilities:
Senior Data Analyst/Data Scientist,"Extract and integrate data from multiple databases and perform requisite analyses across marketing channels including SEM/SEO, paid media, etc. to provide synthesized insights across the customer funnelAssist in the development and execution of tests/experimentsAssist in developing and delivering presentations for senior executives, crafting the messages for marketing leadershipEnsure rigorous documentation processes are maintainedEnsure that data is accurately flowing between different database systems and develop repeatable processes to ensure accuracyAssist, as requested, in providing support, analyses and insight for other high visibility marketing projectsEnsure adherence to corporate data security requirements for the storage, transportation and retention of dataAttend regular meetings with key cross-functional stakeholders to provide analytical insight/perspective and updates on key projects"
Artificial Intelligence Architect,"Establish strong working relationships with the Data Analytics team and the customers to develop an in-depth understanding of business priorities and early insight into changing needs. Work with engineering and architecture to support large scale data preparation, image processing, platform delivery and the industrialization of proven analytics methods using the data from clinical, research, geography. Develop and deploy AI solutions and current trends into production using cloud technologies and data science platforms Liaise with data analysts and architects to understand their challenges and apply AI capabilities. Coming up with algorithmic approaches to handle the problem statements. Adapt machine learning models to best exploit modern parallel environments. Converting the prototype into algorithmic framework Demonstrating the model performance and its value addition to the platform. Develop a robust understanding of relevant AZ data sources and their provenance, quality and structure. Deployment of the ML models into cloud Closely working with our Engineering / DevOps teams in implementing solutions at scale Monitoring production logs Finding root cause on anomalies and fixing Create, refactor and maintain packages in both Python and R programming languages. Experience building APIs using frameworks like Python/FLASK, loosely-coupled web applications on recognized frameworks and experience using docker containerization. Develop and apply ongoing knowledge and awareness in trends, best practice and new developments in analytics and data science. "
Data Scientist,"Develop innovative analytic solutions, create actionable insights and drive better decisions and performance to help the business achieve its business objectivesSupport operational analytics, machine learning and process improvement data deep dive, identify and execute on new opportunities for increases in efficiencies and performance Support data governance and stewardship work streamsFormulate hypothesis, develop queries and models to evaluate hypothesis and formulate solutions to drive process and performance improvementDevelop visionary and creative analytic solutions to measure business performance; identify / quantify drivers, risks and opportunities and define solutions to mitigate risks and leverage opportunitiesInfluence senior leadership to adopt new ideas, projects and / or approaches"
